Date	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945
2016-05-24	"32,000"	"31,500"	"33,600"	"38,000"	"18,500"	"18,000"	"17,500"	"16,000"	"21,000"	"31,500"	"18,500"	"35,000"	"27,500"	"16,000"	"19,000"
2016-05-25	"32,500"	"31,500"	"33,600"	"38,500"	"19,500"	"15,000"	"17,000"	"16,000"	"20,500"	"33,000"	"18,500"	"32,000"	"27,500"	"16,500"	"19,500"
2016-05-26	"32,500"	"31,500"	"35,100"	"39,500"	"18,000"	"12,000"	"15,500"	"16,500"	"19,000"	"33,500"	"17,500"	"29,000"	"27,500"	"17,000"	"20,500"
2016-05-27	"32,500"	"31,500"	"35,000"	"41,000"	"18,000"	"12,000"	"14,000"	"16,500"	"17,000"	"33,500"	"17,500"	"26,000"	"27,500"	"17,500"	"20,000"
2016-05-28	"32,500"	"31,500"	"35,000"	"41,500"	"18,000"	"15,000"	"14,000"	"16,000"	"15,500"	"33,500"	"17,500"	"23,000"	"27,500"	"14,500"	"19,500"
2016-05-29	"33,000"	"31,500"	"35,000"	"42,000"	"18,000"	"18,000"	"15,000"	"16,500"	"14,000"	"34,500"	"18,500"	"20,000"	"27,500"	"11,500"	"19,500"
2016-05-30	"33,000"	"31,500"	"35,000"	"42,000"	"18,500"	"20,000"	"15,500"	"16,500"	"13,000"	"34,500"	"19,500"	"17,000"	"27,500"	"10,500"	"19,500"
2016-05-31	"33,000"	"31,500"	"35,000"	"39,000"	"18,500"	"20,500"	"16,000"	"17,000"	"15,000"	"34,500"	"22,500"	"14,000"	"27,500"	"13,500"	"22,500"
2016-06-01	"33,000"	"31,500"	"36,000"	"36,500"	"18,500"	"21,500"	"17,000"	"17,500"	"18,000"	"34,500"	"21,000"	"12,500"	"27,500"	"16,500"	"25,000"
2016-06-02	"33,000"	"31,500"	"37,500"	"35,500"	"18,000"	"21,500"	"17,500"	"18,500"	"21,000"	"34,500"	"19,500"	"13,500"	"27,500"	"19,500"	"25,000"
2016-06-03	"33,000"	"31,500"	"37,500"	"35,000"	"18,500"	"21,000"	"17,000"	"19,500"	"21,500"	"34,500"	"20,000"	"11,000"	"27,500"	"22,500"	"25,000"
2016-06-04	"36,000"	"31,500"	"37,500"	"35,000"	"19,500"	"21,000"	"17,500"	"19,500"	"22,500"	"34,500"	"22,000"	"9,000"	"27,500"	"25,000"	"25,000"
2016-06-05	"35,000"	"31,500"	"37,500"	"35,000"	"17,000"	"21,000"	"18,500"	"18,500"	"24,000"	"34,500"	"22,500"	"9,000"	"27,500"	"25,000"	"25,000"
2016-06-06	"35,864"	"31,500"	"39,500"	"35,000"	"15,500"	"21,000"	"18,500"	"18,500"	"24,000"	"34,500"	"22,500"	"9,000"	"27,500"	"25,000"	"25,000"
2016-06-07	"35,864"	"31,500"	"41,500"	"35,000"	"15,000"	"21,000"	"19,000"	"19,500"	"23,000"	"34,500"	"21,000"	"9,000"	"27,500"	"25,000"	"25,000"
2016-06-08	"35,864"	"31,500"	"44,000"	"35,000"	"18,000"	"20,500"	"18,000"	"19,500"	"22,500"	"34,500"	"19,500"	"11,500"	"27,500"	"25,000"	"25,000"
2016-06-09	"35,864"	"31,500"	"46,000"	"35,000"	"21,000"	"21,000"	"17,500"	"20,000"	"22,000"	"34,500"	"20,000"	"14,500"	"27,500"	"25,000"	"25,000"
2016-06-10	"35,864"	"31,500"	"47,500"	"35,000"	"22,500"	"22,000"	"16,500"	"20,500"	"19,000"	"34,500"	"22,000"	"17,500"	"27,500"	"25,000"	"25,000"
2016-06-11	"35,864"	"31,500"	"46,000"	"35,000"	"22,000"	"20,500"	"19,500"	"18,000"	"16,000"	"34,500"	"22,500"	"20,500"	"27,500"	"25,000"	"25,000"
2016-06-12	"35,864"	"31,500"	"43,000"	"35,000"	"21,500"	"19,000"	"22,500"	"18,500"	"15,000"	"34,500"	"19,500"	"17,500"	"27,500"	"25,000"	"25,000"
2016-06-13	"36,364"	"31,500"	"46,000"	"35,000"	"20,500"	"19,000"	"23,500"	"19,000"	"18,000"	"34,500"	"17,000"	"14,500"	"27,500"	"25,000"	"25,000"
2016-06-14	"35,864"	"31,500"	"49,000"	"35,000"	"20,000"	"22,000"	"20,500"	"19,000"	"21,000"	"34,500"	"20,000"	"11,500"	"27,500"	"25,000"	"25,000"
2016-06-15	"35,864"	"31,500"	"48,500"	"35,000"	"19,500"	"25,000"	"20,000"	"19,000"	"21,500"	"34,500"	"23,000"	"14,500"	"27,500"	"25,000"	"25,000"
2016-06-16	"35,864"	"31,500"	"46,500"	"35,000"	"19,000"	"22,000"	"19,000"	"18,500"	"21,500"	"34,500"	"26,000"	"17,500"	"27,500"	"25,000"	"25,000"
2016-06-17	"35,864"	"31,500"	"45,500"	"35,000"	"19,000"	"22,500"	"19,500"	"19,500"	"20,500"	"34,500"	"25,000"	"20,500"	"27,500"	"25,000"	"25,000"
2016-06-18	"37,864"	"31,500"	"45,000"	"35,000"	"19,000"	"22,000"	"18,500"	"19,000"	"19,000"	"37,000"	"22,500"	"22,000"	"27,500"	"25,000"	"25,000"
2016-06-19	"40,864"	"31,500"	"45,000"	"35,000"	"19,000"	"21,500"	"18,500"	"19,000"	"18,500"	"37,000"	"22,500"	"20,500"	"27,500"	"25,000"	"25,000"
2016-06-20	"37,864"	"31,500"	"44,500"	"36,000"	"18,000"	"21,000"	"16,000"	"19,000"	"19,000"	"35,000"	"22,500"	"20,500"	"27,500"	"25,000"	"25,000"
2016-06-21	"35,864"	"31,500"	"43,500"	"38,000"	"16,500"	"22,000"	"16,000"	"19,000"	"20,500"	"35,000"	"20,000"	"21,500"	"27,500"	"25,000"	"25,000"
2016-06-22	"35,864"	"31,500"	"42,500"	"39,000"	"16,000"	"23,000"	"17,000"	"19,000"	"20,500"	"35,000"	"17,000"	"22,000"	"27,500"	"25,000"	"25,000"
2016-06-23	"35,864"	"31,500"	"42,500"	"41,000"	"17,500"	"22,000"	"20,000"	"19,000"	"19,500"	"35,000"	"16,000"	"22,000"	"27,500"	"26,500"	"25,000"
2016-06-24	"35,864"	"31,500"	"44,500"	"43,500"	"19,000"	"19,500"	"19,000"	"19,500"	"19,000"	"35,000"	"19,000"	"22,000"	"27,500"	"29,500"	"25,000"
2016-06-25	"35,864"	"31,500"	"45,500"	"46,500"	"18,000"	"19,500"	"21,000"	"20,500"	"19,000"	"35,000"	"21,500"	"22,000"	"27,500"	"32,500"	"25,000"
2016-06-26	"35,864"	"31,500"	"44,500"	"46,500"	"17,500"	"20,000"	"20,000"	"22,000"	"16,500"	"35,000"	"20,500"	"22,000"	"27,500"	"35,500"	"25,000"
2016-06-27	"35,864"	"31,500"	"42,500"	"43,500"	"16,000"	"20,500"	"18,000"	"19,000"	"15,000"	"35,000"	"20,500"	"19,000"	"27,500"	"38,500"	"25,000"
2016-06-28	"35,864"	"31,500"	"42,000"	"40,500"	"19,000"	"21,500"	"17,000"	"20,000"	"16,000"	"35,000"	"19,500"	"16,000"	"27,500"	"41,000"	"25,000"
2016-06-29	"36,364"	"31,500"	"40,500"	"37,500"	"21,500"	"22,000"	"19,000"	"20,500"	"17,500"	"36,000"	"19,000"	"13,000"	"27,500"	"41,500"	"25,000"
2016-06-30	"35,000"	"31,500"	"37,500"	"35,000"	"23,500"	"22,000"	"20,500"	"23,000"	"19,500"	"35,000"	"16,000"	"13,500"	"24,500"	"44,500"	"25,000"
2016-07-01	"35,000"	"31,500"	"35,000"	"36,000"	"24,500"	"23,000"	"22,000"	"20,000"	"19,500"	"36,000"	"16,500"	"16,500"	"26,000"	"44,500"	"25,000"
2016-07-02	"35,000"	"31,500"	"35,000"	"36,000"	"24,500"	"22,500"	"22,500"	"19,000"	"19,000"	"37,000"	"18,500"	"15,000"	"29,000"	"44,500"	"25,000"
2016-07-03	"35,000"	"31,500"	"35,000"	"35,000"	"24,500"	"21,000"	"22,000"	"17,500"	"18,500"	"37,500"	"19,500"	"14,500"	"32,000"	"44,500"	"25,000"
2016-07-04	"35,000"	"31,500"	"35,000"	"35,000"	"24,500"	"21,000"	"22,000"	"16,000"	"19,000"	"36,000"	"19,000"	"16,000"	"31,000"	"44,500"	"25,000"
2016-07-05	"35,000"	"31,500"	"35,000"	"35,000"	"23,500"	"20,500"	"24,500"	"15,500"	"20,000"	"35,000"	"19,000"	"18,000"	"31,000"	"45,500"	"25,500"
2016-07-06	"35,000"	"33,500"	"35,000"	"35,000"	"22,500"	"20,500"	"26,000"	"13,500"	"19,500"	"35,000"	"19,500"	"19,000"	"31,000"	"45,500"	"28,500"
2016-07-07	"35,000"	"35,500"	"35,000"	"35,000"	"23,000"	"20,500"	"24,500"	"14,000"	"18,000"	"35,500"	"20,000"	"19,500"	"31,000"	"42,500"	"31,500"
2016-07-08	"35,000"	"36,000"	"35,000"	"35,000"	"21,500"	"21,000"	"23,000"	"16,500"	"17,500"	"35,000"	"20,500"	"19,500"	"31,000"	"39,500"	"32,000"
2016-07-09	"35,000"	"36,000"	"35,000"	"35,000"	"20,000"	"20,500"	"21,000"	"19,500"	"18,500"	"35,500"	"19,500"	"19,000"	"31,000"	"42,500"	"30,000"
2016-07-10	"35,000"	"35,500"	"35,000"	"35,000"	"20,000"	"20,500"	"19,500"	"21,000"	"20,000"	"35,000"	"19,500"	"19,500"	"33,000"	"44,500"	"29,000"
2016-07-11	"35,000"	"36,000"	"35,000"	"35,000"	"20,000"	"20,500"	"19,500"	"22,000"	"21,500"	"35,000"	"19,500"	"20,000"	"33,500"	"44,372"	"27,500"
2016-07-12	"35,000"	"36,500"	"35,000"	"35,000"	"19,500"	"21,000"	"19,500"	"25,000"	"22,000"	"35,000"	"20,000"	"20,000"	"33,500"	"41,372"	"26,500"
2016-07-13	"35,000"	"36,500"	"35,000"	"35,000"	"21,000"	"21,000"	"19,500"	"28,000"	"22,000"	"35,000"	"19,500"	"20,000"	"33,500"	"38,372"	"25,500"
2016-07-14	"35,000"	"35,000"	"35,000"	"35,000"	"22,500"	"20,500"	"20,000"	"27,500"	"21,500"	"35,000"	"19,000"	"20,000"	"33,500"	"35,372"	"25,000"
2016-07-15	"32,000"	"32,000"	"32,000"	"32,000"	"24,500"	"20,500"	"21,500"	"25,500"	"21,500"	"32,000"	"18,500"	"21,000"	"33,500"	"32,372"	"25,000"
2016-07-16	"31,000"	"29,500"	"31,000"	"31,000"	"21,500"	"20,500"	"18,500"	"22,500"	"21,000"	"32,500"	"18,000"	"21,500"	"30,500"	"31,872"	"25,000"
2016-07-17	"31,000"	"27,500"	"31,000"	"32,000"	"19,000"	"20,500"	"16,500"	"20,000"	"20,500"	"33,000"	"18,000"	"21,500"	"27,500"	"31,872"	"25,000"
2016-07-18	"30,000"	"27,000"	"32,000"	"33,000"	"19,500"	"20,500"	"15,500"	"19,000"	"20,000"	"34,000"	"19,000"	"21,000"	"29,000"	"31,872"	"25,000"
2016-07-19	"30,000"	"26,500"	"34,000"	"33,500"	"22,500"	"20,000"	"18,500"	"19,000"	"18,500"	"34,500"	"20,000"	"20,500"	"29,000"	"31,872"	"25,000"
2016-07-20	"30,000"	"27,000"	"34,500"	"33,500"	"24,500"	"20,500"	"21,500"	"19,000"	"17,500"	"35,500"	"20,500"	"20,500"	"28,000"	"31,872"	"25,000"
2016-07-21	"31,000"	"26,500"	"34,000"	"34,500"	"23,000"	"20,500"	"20,000"	"19,000"	"16,500"	"36,000"	"21,000"	"21,000"	"28,000"	"28,872"	"28,000"
2016-07-22	"31,500"	"28,000"	"33,500"	"35,000"	"21,500"	"20,500"	"18,500"	"18,500"	"15,500"	"36,500"	"21,000"	"21,000"	"29,500"	"25,872"	"31,000"
2016-07-23	"31,500"	"29,500"	"33,500"	"36,000"	"20,000"	"21,000"	"16,500"	"19,000"	"16,000"	"36,500"	"21,000"	"21,500"	"30,000"	"25,000"	"34,000"
2016-07-24	"31,000"	"31,000"	"32,000"	"36,000"	"20,000"	"20,500"	"18,000"	"19,000"	"17,000"	"37,000"	"21,000"	"22,000"	"30,500"	"25,000"	"37,000"
2016-07-25	"31,500"	"32,500"	"31,000"	"36,000"	"20,000"	"20,500"	"20,000"	"19,000"	"17,500"	"37,000"	"20,500"	"22,000"	"32,000"	"25,000"	"36,000"
2016-07-26	"32,000"	"31,500"	"31,000"	"36,000"	"20,000"	"20,500"	"23,000"	"19,000"	"18,000"	"36,000"	"19,500"	"22,000"	"33,000"	"25,000"	"36,000"
2016-07-27	"31,500"	"32,000"	"32,500"	"36,000"	"19,500"	"20,500"	"21,500"	"18,500"	"18,000"	"34,000"	"19,000"	"22,000"	"34,000"	"25,000"	"36,500"
2016-07-28	"31,000"	"33,500"	"32,500"	"36,000"	"19,500"	"21,000"	"22,500"	"19,000"	"18,500"	"31,500"	"19,000"	"22,000"	"35,000"	"25,000"	"35,500"
2016-07-29	"31,000"	"34,500"	"31,500"	"36,000"	"19,500"	"21,500"	"22,000"	"20,000"	"18,500"	"30,500"	"19,000"	"21,500"	"35,500"	"25,000"	"33,000"
2016-07-30	"31,500"	"34,000"	"30,000"	"36,500"	"20,000"	"22,000"	"21,000"	"19,500"	"19,000"	"28,500"	"19,500"	"21,500"	"36,500"	"26,000"	"32,500"
2016-07-31	"32,000"	"31,500"	"29,000"	"36,500"	"19,500"	"22,000"	"20,500"	"19,000"	"19,000"	"28,500"	"20,000"	"20,500"	"35,000"	"29,000"	"35,500"
2016-08-01	"33,000"	"29,500"	"30,500"	"38,000"	"18,500"	"23,000"	"22,000"	"19,500"	"21,000"	"29,500"	"20,500"	"20,000"	"36,500"	"32,000"	"37,500"
2016-08-02	"32,500"	"29,000"	"31,000"	"38,500"	"18,500"	"23,500"	"22,500"	"20,500"	"21,500"	"30,000"	"21,500"	"18,000"	"37,000"	"29,500"	"36,000"
2016-08-03	"30,500"	"29,000"	"31,500"	"38,000"	"18,500"	"23,500"	"22,000"	"21,000"	"20,500"	"31,000"	"21,500"	"15,500"	"37,000"	"26,500"	"33,000"
2016-08-04	"30,500"	"28,500"	"32,000"	"38,000"	"19,000"	"24,000"	"21,500"	"21,000"	"20,500"	"31,000"	"22,000"	"13,500"	"36,500"	"23,500"	"30,000"
2016-08-05	"30,500"	"28,000"	"31,000"	"38,000"	"19,500"	"24,000"	"21,000"	"21,000"	"21,000"	"34,000"	"22,000"	"13,500"	"36,000"	"24,000"	"27,000"
2016-08-06	"31,000"	"26,500"	"32,000"	"38,000"	"20,000"	"23,500"	"20,000"	"21,500"	"21,500"	"36,000"	"22,500"	"16,000"	"35,500"	"27,000"	"27,500"
2016-08-07	"30,500"	"26,000"	"32,500"	"38,000"	"20,000"	"22,500"	"19,500"	"19,500"	"21,000"	"35,000"	"24,000"	"18,500"	"36,000"	"30,000"	"29,000"
2016-08-08	"30,500"	"26,000"	"32,500"	"39,000"	"20,000"	"22,000"	"20,000"	"19,000"	"21,000"	"34,500"	"24,000"	"19,500"	"36,000"	"32,000"	"32,000"
2016-08-09	"31,000"	"25,500"	"30,000"	"39,000"	"20,000"	"22,000"	"20,500"	"19,500"	"21,000"	"33,000"	"24,000"	"20,000"	"36,000"	"32,000"	"33,000"
2016-08-10	"31,000"	"26,000"	"29,500"	"39,000"	"20,000"	"22,000"	"21,000"	"19,500"	"21,500"	"31,500"	"23,500"	"20,500"	"36,000"	"33,000"	"33,000"
2016-08-11	"30,500"	"26,000"	"29,500"	"39,000"	"20,500"	"22,000"	"21,500"	"19,500"	"21,000"	"30,000"	"22,000"	"20,500"	"36,500"	"34,500"	"32,500"
2016-08-12	"31,000"	"29,000"	"29,500"	"39,500"	"20,500"	"22,000"	"23,500"	"19,000"	"20,500"	"28,000"	"21,500"	"20,500"	"38,000"	"36,500"	"33,500"
2016-08-13	"31,500"	"26,500"	"28,500"	"39,500"	"20,500"	"22,000"	"23,500"	"19,500"	"19,000"	"25,500"	"21,500"	"20,500"	"37,000"	"36,500"	"34,000"
2016-08-14	"34,500"	"26,000"	"28,500"	"40,000"	"20,500"	"22,500"	"22,500"	"19,500"	"18,500"	"26,000"	"21,000"	"20,000"	"34,500"	"33,500"	"34,500"
2016-08-15	"34,500"	"26,000"	"29,500"	"39,500"	"20,500"	"22,500"	"21,000"	"21,000"	"17,500"	"27,500"	"19,500"	"20,500"	"33,500"	"32,000"	"33,500"
2016-08-16	"35,000"	"26,000"	"30,000"	"39,000"	"20,500"	"22,500"	"21,000"	"20,000"	"17,500"	"30,500"	"19,000"	"21,000"	"35,000"	"31,333"	"33,000"
2016-08-17	"35,500"	"27,500"	"30,500"	"39,000"	"20,000"	"22,500"	"21,000"	"19,000"	"18,500"	"33,000"	"18,500"	"21,000"	"36,500"	"31,333"	"33,500"
2016-08-18	"35,500"	"28,500"	"31,500"	"40,000"	"20,000"	"23,000"	"19,500"	"19,500"	"19,000"	"33,000"	"19,000"	"21,000"	"37,000"	"31,333"	"34,000"
2016-08-19	"34,500"	"30,500"	"32,000"	"41,500"	"19,500"	"23,000"	"19,000"	"19,500"	"20,000"	"33,000"	"20,000"	"20,500"	"37,000"	"31,333"	"36,000"
2016-08-20	"34,500"	"33,500"	"31,000"	"41,000"	"19,000"	"23,000"	"18,000"	"20,000"	"20,500"	"33,500"	"20,500"	"20,500"	"37,500"	"31,333"	"37,000"
2016-08-21	"35,000"	"34,000"	"29,000"	"40,000"	"19,000"	"22,500"	"17,500"	"20,000"	"20,500"	"34,000"	"21,000"	"20,500"	"34,500"	"31,333"	"38,000"
2016-08-22	"36,000"	"34,000"	"29,000"	"39,500"	"19,000"	"23,000"	"17,500"	"20,000"	"21,000"	"32,000"	"20,500"	"20,500"	"35,000"	"31,333"	"37,500"
2016-08-23	"36,500"	"33,500"	"31,000"	"39,000"	"19,500"	"24,000"	"17,500"	"20,000"	"21,000"	"32,000"	"20,500"	"20,500"	"33,500"	"31,333"	"37,500"
2016-08-24	"36,500"	"33,000"	"31,500"	"37,500"	"19,500"	"25,000"	"18,000"	"20,000"	"21,000"	"32,500"	"20,000"	"20,500"	"35,000"	"31,333"	"37,500"
2016-08-25	"35,500"	"33,000"	"34,500"	"36,000"	"19,500"	"24,500"	"18,500"	"20,000"	"21,000"	"30,500"	"19,000"	"20,000"	"36,000"	"31,333"	"37,500"
2016-08-26	"35,500"	"32,000"	"37,500"	"35,000"	"19,500"	"24,500"	"18,500"	"20,000"	"21,000"	"29,500"	"19,000"	"19,500"	"35,000"	"31,333"	"37,500"
2016-08-27	"36,000"	"31,000"	"36,500"	"34,500"	"19,500"	"25,000"	"18,500"	"20,500"	"21,000"	"28,500"	"19,500"	"19,500"	"33,500"	"31,333"	"36,500"
2016-08-28	"36,500"	"31,000"	"33,500"	"34,000"	"20,000"	"24,500"	"19,000"	"20,500"	"21,000"	"30,500"	"21,000"	"19,500"	"34,000"	"31,333"	"36,500"
2016-08-29	"36,500"	"31,000"	"32,000"	"34,000"	"20,000"	"24,000"	"18,500"	"20,500"	"21,000"	"31,500"	"21,000"	"20,000"	"34,500"	"33,833"	"36,500"
2016-08-30	"35,500"	"29,500"	"33,500"	"34,000"	"20,000"	"23,500"	"20,000"	"20,000"	"21,500"	"32,500"	"21,000"	"20,500"	"36,500"	"33,833"	"36,000"
2016-08-31	"33,500"	"28,000"	"34,500"	"34,000"	"17,000"	"20,500"	"17,000"	"17,000"	"18,500"	"33,500"	"18,000"	"17,500"	"38,500"	"32,833"	"36,000"
2016-09-01	"30,500"	"25,500"	"31,500"	"31,000"	"14,000"	"17,500"	"14,000"	"14,000"	"15,500"	"33,000"	"15,000"	"14,500"	"36,000"	"31,833"	"34,000"
2016-09-02	"27,500"	"24,500"	"29,500"	"28,000"	"11,000"	"14,500"	"11,000"	"11,000"	"12,500"	"33,000"	"12,000"	"11,500"	"36,000"	"31,833"	"34,000"
2016-09-03	"27,500"	"25,000"	"28,500"	"27,500"	"9,500"	"11,500"	"9,500"	"9,000"	"9,500"	"33,000"	"9,000"	"9,000"	"36,000"	"32,333"	"34,000"
2016-09-04	"28,000"	"26,000"	"27,000"	"28,000"	"9,500"	"9,000"	"9,500"	"9,500"	"9,000"	"33,000"	"9,000"	"9,000"	"36,500"	"32,833"	"34,000"
2016-09-05	"28,500"	"27,000"	"26,000"	"29,500"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"32,500"	"9,500"	"9,000"	"36,500"	"33,333"	"34,000"
2016-09-06	"29,500"	"28,000"	"27,500"	"31,000"	"10,000"	"9,000"	"9,500"	"9,000"	"9,000"	"32,500"	"10,000"	"9,000"	"36,000"	"33,833"	"34,000"
2016-09-07	"29,500"	"28,000"	"30,500"	"32,000"	"10,000"	"9,000"	"9,500"	"9,000"	"9,000"	"32,000"	"10,000"	"9,000"	"35,500"	"34,833"	"35,000"
2016-09-08	"30,000"	"28,500"	"33,500"	"32,500"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"32,000"	"10,000"	"9,000"	"37,000"	"35,333"	"35,500"
2016-09-09	"30,500"	"28,500"	"36,500"	"32,500"	"9,500"	"9,000"	"9,500"	"9,500"	"9,000"	"33,500"	"9,500"	"9,000"	"37,500"	"35,833"	"36,000"
2016-09-10	"31,000"	"28,500"	"33,500"	"32,500"	"9,500"	"9,000"	"9,500"	"9,000"	"9,500"	"35,000"	"9,500"	"9,000"	"37,000"	"35,833"	"36,500"
2016-09-11	"31,500"	"28,000"	"30,500"	"31,500"	"9,500"	"9,000"	"10,000"	"9,000"	"9,500"	"35,000"	"10,000"	"9,000"	"35,500"	"36,333"	"37,000"
2016-09-12	"31,000"	"28,000"	"27,500"	"30,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,500"	"35,000"	"10,000"	"9,000"	"35,500"	"36,833"	"37,000"
2016-09-13	"30,500"	"28,500"	"26,500"	"29,500"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"34,500"	"10,000"	"9,000"	"36,000"	"36,833"	"37,000"
2016-09-14	"30,000"	"28,500"	"26,000"	"29,500"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"34,500"	"9,500"	"9,000"	"35,000"	"36,833"	"36,500"
2016-09-15	"30,000"	"28,500"	"25,500"	"30,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"35,000"	"9,000"	"9,000"	"35,000"	"36,833"	"37,000"
2016-09-16	"30,000"	"28,500"	"25,500"	"30,500"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"35,000"	"9,000"	"9,000"	"36,000"	"36,333"	"37,000"
2016-09-17	"29,500"	"31,000"	"25,000"	"30,500"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"35,000"	"9,000"	"9,000"	"37,500"	"36,333"	"37,500"
2016-09-18	"29,000"	"33,500"	"25,000"	"30,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"35,000"	"9,000"	"9,000"	"37,000"	"35,833"	"37,500"
2016-09-19	"29,000"	"34,000"	"27,000"	"30,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"35,000"	"10,500"	"9,000"	"36,000"	"34,833"	"37,000"
2016-09-20	"28,500"	"32,000"	"30,000"	"30,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"35,000"	"11,000"	"9,000"	"35,500"	"33,333"	"37,500"
2016-09-21	"27,000"	"29,000"	"31,000"	"29,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,000"	"34,500"	"10,500"	"9,000"	"35,500"	"31,833"	"37,500"
2016-09-22	"26,500"	"27,000"	"30,500"	"29,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,500"	"33,500"	"9,000"	"9,000"	"35,500"	"32,333"	"37,500"
2016-09-23	"27,000"	"27,500"	"30,000"	"29,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,500"	"33,000"	"9,000"	"9,000"	"36,000"	"33,333"	"37,500"
2016-09-24	"27,000"	"28,000"	"30,000"	"26,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,500"	"30,000"	"9,000"	"9,000"	"36,500"	"34,333"	"37,500"
2016-09-25	"26,000"	"28,000"	"30,000"	"23,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,500"	"27,000"	"9,000"	"9,000"	"37,000"	"34,833"	"36,500"
2016-09-26	"25,500"	"27,500"	"28,500"	"20,000"	"10,000"	"9,000"	"9,500"	"9,000"	"9,500"	"24,000"	"9,000"	"9,000"	"37,500"	"32,833"	"35,500"
2016-09-27	"26,500"	"27,500"	"29,000"	"17,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,500"	"21,000"	"9,000"	"9,000"	"38,000"	"33,333"	"34,000"
2016-09-28	"28,000"	"27,500"	"29,000"	"14,000"	"9,500"	"9,000"	"9,500"	"9,000"	"9,500"	"18,000"	"9,000"	"9,000"	"38,000"	"33,333"	"32,500"
2016-09-29	"28,500"	"27,500"	"29,500"	"11,000"	"9,500"	"9,500"	"9,500"	"9,000"	"9,500"	"15,000"	"9,000"	"9,000"	"37,500"	"32,833"	"32,500"
2016-09-30	"29,000"	"28,000"	"28,500"	"9,000"	"9,500"	"9,500"	"9,500"	"9,000"	"9,500"	"12,000"	"9,000"	"9,000"	"36,000"	"33,333"	"33,500"
2016-10-01	"29,000"	"28,000"	"28,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"34,500"	"32,833"	"35,000"
2016-10-02	"29,000"	"28,000"	"28,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"33,500"	"32,833"	"36,000"
2016-10-03	"29,500"	"27,500"	"29,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"33,000"	"32,833"	"36,000"
2016-10-04	"29,500"	"28,000"	"29,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"32,500"	"32,833"	"36,500"
2016-10-05	"28,500"	"28,000"	"30,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"33,000"	"32,833"	"37,500"
2016-10-06	"28,000"	"28,500"	"30,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"33,500"	"33,333"	"37,500"
2016-10-07	"27,500"	"29,000"	"31,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"34,500"	"33,333"	"37,500"
2016-10-08	"27,000"	"29,000"	"31,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,500"	"35,000"	"33,333"	"38,000"
2016-10-09	"27,500"	"28,500"	"31,500"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,500"	"35,500"	"33,333"	"39,000"
2016-10-10	"28,000"	"28,500"	"32,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"35,500"	"33,333"	"39,000"
2016-10-11	"28,500"	"28,500"	"32,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,500"	"9,000"	"9,000"	"34,500"	"33,333"	"39,500"
2016-10-12	"28,500"	"28,500"	"32,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"9,000"	"9,000"	"9,000"	"34,000"	"33,333"	"39,500"
2016-10-13	"29,000"	"28,500"	"32,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,000"	"9,500"	"32,500"	"33,833"	"40,000"
